famille,age,sexe,attribute_set,,categories_es,categories_it
JUPE,DPAM,F,Vêtements,,"Niña 3 - 14 años/Faldas, Pantalones cortos","Bambina 3 - 14 anni/Gonne, pantaloncini, pantaloni"
JUPE,DPAM,G,Vêtements,,,
JUPE,DPAM,M,Vêtements,,"Niña 3 - 14 años/Faldas, Pantalones cortos","Bambina 3 - 14 anni/Gonne, pantaloncini, pantaloni"
LANGE,BEBE,F,Textile,,"El Universo del recién nacido/La Puericultura/La Comida/Baberos, gasitas","L'universo del neonato/Articoli per bambini/La pappa/Bavaglini, fasce"
LANGE,BEBE,G,Textile,,"El Universo del recién nacido/La Puericultura/La Comida/Baberos, gasitas","L'universo del neonato/Articoli per bambini/La pappa/Bavaglini, fasce"
LANGE,BEBE,M,Textile,,"El Universo del recién nacido/La Puericultura/La Comida/Baberos, gasitas","L'universo del neonato/Articoli per bambini/La pappa/Bavaglini, fasce"
LANGE,DPAM,F,Textile,,"El Universo del recién nacido/La Puericultura/La Comida/Baberos, gasitas","L'universo del neonato/Articoli per bambini/La pappa/Bavaglini, fasce"
LANGE,DPAM,G,Textile,,"El Universo del recién nacido/La Puericultura/La Comida/Baberos, gasitas","L'universo del neonato/Articoli per bambini/La pappa/Bavaglini, fasce"
LANGE,DPAM,M,Textile,,"El Universo del recién nacido/La Puericultura/La Comida/Baberos, gasitas","L'universo del neonato/Articoli per bambini/La pappa/Bavaglini, fasce"
LIT D'APPOINT,BEBE,F,Mobilier,,"El Universo del recién nacido/La Puericultura/El Sueño/Cuna de viaje, parques","L'universo del neonato/Articoli per bambini/La nanna/Lettini da viaggio, box"
LIT D'APPOINT,BEBE,G,Mobilier,,"El Universo del recién nacido/La Puericultura/El Sueño/Cuna de viaje, parques","L'universo del neonato/Articoli per bambini/La nanna/Lettini da viaggio, box"
LIT D'APPOINT,BEBE,M,Mobilier,,"El Universo del recién nacido/La Puericultura/El Sueño/Cuna de viaje, parques","L'universo del neonato/Articoli per bambini/La nanna/Lettini da viaggio, box"
LIT D'APPOINT,DPAM,F,Mobilier,,"El Universo del recién nacido/La Puericultura/El Sueño/Cuna de viaje, parques","L'universo del neonato/Articoli per bambini/La nanna/Lettini da viaggio, box"
LIT D'APPOINT,DPAM,G,Mobilier,,"El Universo del recién nacido/La Puericultura/El Sueño/Cuna de viaje, parques","L'universo del neonato/Articoli per bambini/La nanna/Lettini da viaggio, box"
LIT D'APPOINT,DPAM,M,Mobilier,,"El Universo del recién nacido/La Puericultura/El Sueño/Cuna de viaje, parques","L'universo del neonato/Articoli per bambini/La nanna/Lettini da viaggio, box"
LIVRE,BEBE,F,Livres,,,
LIVRE,BEBE,G,Livres,,,
LIVRE,BEBE,M,Livres,,,
LIVRE,DPAM,F,Livres,,,
LIVRE,DPAM,G,Livres,,,
LIVRE,DPAM,M,Livres,,,
LOT DE CHAUSSET,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/calcetines, leotardos/calcetines","Bebè bambina 3 -  23 mesi/Calze, collants/Calze"
LOT DE CHAUSSET,BEBE,G,Vêtements,,Bebé Niño 3 a 23 meses/Calcetines,Bebè bambino 3 -  23 mesi/Calze
LOT DE CHAUSSET,BEBE,M,Vêtements,,,
LOT DE CHAUSSET,DPAM,F,Vêtements,,"Niña 3 - 14 años/Calcetines, leotardos/Calcetines","Bambina 3 - 14 anni/Calze, collants/Calze"
LOT DE CHAUSSET,DPAM,G,Vêtements,,Niño 3 - 14 años/Calcetines,Bambino 3 - 14 anni/Calze
LOT DE CHAUSSET,DPAM,M,Vêtements,,"Niña 3 - 14 años/Calcetines, leotardos/Calcetines;;Niña 3 - 14 años/Calcetines, leotardos/Calcetines","Bambina 3 - 14 anni/Calze, collants/Calze;;Bambina 3 - 14 anni/Calze, collants/Calze"
LOT DE CULOTTES,BEBE,F,Vêtements,,"Niña 3 - 14 años/Ropa interior/Bragas, shorties","Bambina 3 - 14 anni/Intimo/Culottes, shorties"
LOT DE CULOTTES,BEBE,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Boxers, slips","Bambino 3 - 14 anni/Intimo/Boxers, slips"
LOT DE CULOTTES,BEBE,M,Vêtements,,,
LOT DE CULOTTES,DPAM,F,Vêtements,,"Niña 3 - 14 años/Ropa interior/Bragas, shorties","Bambina 3 - 14 anni/Intimo/Culottes, shorties"
LOT DE CULOTTES,DPAM,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Boxers, slips","Bambino 3 - 14 anni/Intimo/Boxers, slips"
LOT DE CULOTTES,DPAM,M,Vêtements,,"Niña 3 - 14 años/Ropa interior/Bragas, shorties","Bambina 3 - 14 anni/Intimo/Culottes, shorties"
LOT DE SHORTYS,BEBE,F,Vêtements,,"Niña 3 - 14 años/Ropa interior/Bragas, shorties","Bambina 3 - 14 anni/Intimo/Culottes, shorties"
LOT DE SHORTYS,BEBE,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Boxers, slips","Bambino 3 - 14 anni/Intimo/Boxers, slips"
LOT DE SHORTYS,BEBE,M,Vêtements,,,
LOT DE SHORTYS,DPAM,F,Vêtements,,"Niña 3 - 14 años/Ropa interior/Bragas, shorties","Bambina 3 - 14 anni/Intimo/Culottes, shorties"
LOT DE SHORTYS,DPAM,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Boxers, slips","Bambino 3 - 14 anni/Intimo/Boxers, slips"
LOT DE SHORTYS,DPAM,M,Vêtements,,"Niña 3 - 14 años/Ropa interior/Bragas, shorties","Bambina 3 - 14 anni/Intimo/Culottes, shorties"
LOT DE SLIPS,BEBE,F,Vêtements,,Niña 3 - 14 años/Ropa interior,Bambina 3 - 14 anni/Intimo
LOT DE SLIPS,BEBE,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Boxers, slips","Bambino 3 - 14 anni/Intimo/Boxers, slips"
LOT DE SLIPS,BEBE,M,Vêtements,,,
LOT DE SLIPS,DPAM,F,Vêtements,,Niña 3 - 14 años/Ropa interior,Bambina 3 - 14 anni/Intimo
LOT DE SLIPS,DPAM,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Boxers, slips","Bambino 3 - 14 anni/Intimo/Boxers, slips"
LOT DE SLIPS,DPAM,M,Vêtements,,,
LOT DE TSHIRTS,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Camisetas, camisetas de tirantes","Bebè bambina 3 -  23 mesi/T-shirt, canotte"
LOT DE TSHIRTS,BEBE,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambino 3 - 14 anni/Intimo/T-shirt, canotte"
LOT DE TSHIRTS,BEBE,M,Vêtements,,,
LOT DE TSHIRTS,DPAM,F,Vêtements,,"Niña 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambina 3 - 14 anni/Intimo/T-shirt, canotte"
LOT DE TSHIRTS,DPAM,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambino 3 - 14 anni/Intimo/T-shirt, canotte"
LOT DE TSHIRTS,DPAM,M,Vêtements,,"Niña 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes;;Niña 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambina 3 - 14 anni/Intimo/T-shirt, canotte;;Bambina 3 - 14 anni/Intimo/T-shirt, canotte"
LOT DEBARDEURS,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Camisetas, camisetas de tirantes","Bebè bambina 3 -  23 mesi/T-shirt, canotte"
LOT DEBARDEURS,BEBE,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambino 3 - 14 anni/Intimo/T-shirt, canotte"
LOT DEBARDEURS,BEBE,M,Vêtements,,,
LOT DEBARDEURS,DPAM,F,Vêtements,,"Niña 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambina 3 - 14 anni/Intimo/T-shirt, canotte"
LOT DEBARDEURS,DPAM,G,Vêtements,,"Niño 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambino 3 - 14 anni/Intimo/T-shirt, canotte"
LOT DEBARDEURS,DPAM,M,Vêtements,,"Niña 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes;;Niña 3 - 14 años/Ropa interior/Camisetas, camisetas de tirantes","Bambina 3 - 14 anni/Intimo/T-shirt, canotte;;Bambina 3 - 14 anni/Intimo/T-shirt, canotte"
LUNETTES DE SOL,BEBE,F,Lunettes,,Bebé Niña 3 a 23 meses/La Playa,Bebè bambina 3 -  23 mesi/In spiaggia
LUNETTES DE SOL,BEBE,G,Lunettes,,Bebé Niño 3 a 23 meses/La Playa,Bebè bambino 3 -  23 mesi/In spiaggia
LUNETTES DE SOL,BEBE,M,Lunettes,,Bebé Niña 3 a 23 meses/La Playa;;Bebé Niña 3 a 23 meses/La Playa,Bebè bambina 3 -  23 mesi/In spiaggia;;Bebè bambina 3 -  23 mesi/In spiaggia
LUNETTES DE SOL,DPAM,F,Lunettes,,Niña 3 - 14 años/La Playa,Bambina 3 - 14 anni/In spiaggia
LUNETTES DE SOL,DPAM,G,Lunettes,,Niño 3 - 14 años/La Playa,Bambino 3 - 14 anni/In spiaggia
LUNETTES DE SOL,DPAM,M,Lunettes,,Niña 3 - 14 años/La Playa;;Niña 3 - 14 años/La Playa,Bambina 3 - 14 anni/In spiaggia;;Bambina 3 - 14 anni/In spiaggia
LUNETTES PISCIN,BEBE,F,Lunettes,,Bebé Niña 3 a 23 meses/Accesorios Bebé Niña/Gafas de sol,Bebè bambina 3 -  23 mesi/Accessori bebè bambina/Occhiali da sole
LUNETTES PISCIN,BEBE,G,Lunettes,,Bebé Niño 3 a 23 meses/Accesorios Bebé Niño/Gafas de sol,Bebè bambino 3 -  23 mesi/Accessori bebè bambino/Occhiali da sole
LUNETTES PISCIN,BEBE,M,Lunettes,,Bebé Niña 3 a 23 meses/Accesorios Bebé Niña/Gafas de sol;;Bebé Niña 3 a 23 meses/Accesorios Bebé Niña/Gafas de sol,Bebè bambina 3 -  23 mesi/Accessori bebè bambina/Occhiali da sole;;Bebè bambina 3 -  23 mesi/Accessori bebè bambina/Occhiali da sole
LUNETTES PISCIN,DPAM,F,Lunettes,,Niña 3 - 14 años/Accesorios niña/Gafas de sol,Bambina 3 - 14 anni/Accessori bambina/Occhiali da sole
LUNETTES PISCIN,DPAM,G,Lunettes,,Niño 3 - 14 años/Accesorios Niño/Gafas de sol,Bambino 3 - 14 anni/Accessori bambino/Occhiali da sole
LUNETTES PISCIN,DPAM,M,Lunettes,,Niña 3 - 14 años/Accesorios niña/Gafas de sol;;Niña 3 - 14 años/Accesorios niña/Gafas de sol,Bambina 3 - 14 anni/Accessori bambina/Occhiali da sole;;Bambina 3 - 14 anni/Accessori bambina/Occhiali da sole
MAILLOT DE BAIN,BEBE,F,Vêtements,,Bebé Niña 3 a 23 meses/La Playa/Bañadores,Bebè bambina 3 -  23 mesi/In spiaggia/Costumi da bagno
MAILLOT DE BAIN,BEBE,G,Vêtements,,Bebé Niño 3 a 23 meses/La Playa/Bañadores,Bebè bambino 3 -  23 mesi/In spiaggia/Costumi da bagno
MAILLOT DE BAIN,BEBE,M,Vêtements,,Bebé Niña 3 a 23 meses/La Playa/Bañadores;;Bebé Niña 3 a 23 meses/La Playa/Bañadores,Bebè bambina 3 -  23 mesi/In spiaggia/Costumi da bagno;;Bebè bambina 3 -  23 mesi/In spiaggia/Costumi da bagno
MAILLOT DE BAIN,DPAM,F,Vêtements,,Niña 3 - 14 años/La Playa/Bañadores,Bambina 3 - 14 anni/In spiaggia/Costumi da bagno
MAILLOT DE BAIN,DPAM,G,Vêtements,,Niño 3 - 14 años/La Playa/Bañadores,Bambino 3 - 14 anni/In spiaggia/Costumi da bagno
MAILLOT DE BAIN,DPAM,M,Vêtements,,Niña 3 - 14 años/La Playa/Bañadores;;Niña 3 - 14 años/La Playa/Bañadores,Bambina 3 - 14 anni/In spiaggia/Costumi da bagno;;Bambina 3 - 14 anni/In spiaggia/Costumi da bagno
MANTEAU,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Abrigos, Cazadoras/Abrigos, Polar, combinación piloto","Bebè bambina 3 -  23 mesi/Cappottini, giacchette/Cappottini, piumini, tutoni invernali"
MANTEAU,BEBE,G,Vêtements,,"Bebé Niño 3 a 23 meses/Abrigos, Cazadoras/Abrigos, Polar, combinación piloto","Bebè bambino 3 -  23 mesi/Cappottini, giacchette/Cappottini, piumini, tutoni invernali"
MANTEAU,BEBE,M,Vêtements,,,
MANTEAU,DPAM,F,Vêtements,,Niña 3 - 14 años/Abrigos y Cazadoras/Abrigos,Bambina 3 - 14 anni/Cappotti e giacche pesanti/Cappotti
MANTEAU,DPAM,G,Vêtements,,"Niño 3 - 14 años/Abrigos y Cazadoras/Abrigos, chaquetas, Cazadoras","Bambino 3 - 14 anni/Cappotti e giacche pesanti/Cappotti, giacche, giubbotti"
MANTEAU,DPAM,M,Vêtements,,Niña 3 - 14 años/Abrigos y Cazadoras/Abrigos;;Niña 3 - 14 años/Abrigos y Cazadoras/Abrigos,Bambina 3 - 14 anni/Cappotti e giacche pesanti/Cappotti;;Bambina 3 - 14 anni/Cappotti e giacche pesanti/Cappotti
MIXEUR,BEBE,F,Electroménager,,El Universo del recién nacido/La Puericultura/La Comida/Robot de cocina,L'universo del neonato/Articoli per bambini/La pappa/Cuocipappa
MIXEUR,BEBE,G,Electroménager,,El Universo del recién nacido/La Puericultura/La Comida/Robot de cocina,L'universo del neonato/Articoli per bambini/La pappa/Cuocipappa
MIXEUR,BEBE,M,Electroménager,,El Universo del recién nacido/La Puericultura/La Comida/Robot de cocina,L'universo del neonato/Articoli per bambini/La pappa/Cuocipappa
MIXEUR,DPAM,F,Electroménager,,El Universo del recién nacido/La Puericultura/La Comida/Robot de cocina,L'universo del neonato/Articoli per bambini/La pappa/Cuocipappa
MIXEUR,DPAM,G,Electroménager,,El Universo del recién nacido/La Puericultura/La Comida/Robot de cocina,L'universo del neonato/Articoli per bambini/La pappa/Cuocipappa
MIXEUR,DPAM,M,Electroménager,,El Universo del recién nacido/La Puericultura/La Comida/Robot de cocina,L'universo del neonato/Articoli per bambini/La pappa/Cuocipappa
MOBILE,BEBE,F,Jouets,,"El Universo del recién nacido/La Puericultura/Muñecos y Juguetes/Abacos, móviles","L'universo del neonato/Articoli per bambini/Doudou e giochi/Giostrine, abachi"
MOBILE,BEBE,G,Jouets,,"El Universo del recién nacido/La Puericultura/Muñecos y Juguetes/Abacos, móviles","L'universo del neonato/Articoli per bambini/Doudou e giochi/Giostrine, abachi"
MOBILE,BEBE,M,Jouets,,"El Universo del recién nacido/La Puericultura/Muñecos y Juguetes/Abacos, móviles","L'universo del neonato/Articoli per bambini/Doudou e giochi/Giostrine, abachi"
MOBILE,DPAM,F,Jouets,,"El Universo del recién nacido/La Puericultura/Muñecos y Juguetes/Abacos, móviles","L'universo del neonato/Articoli per bambini/Doudou e giochi/Giostrine, abachi"
MOBILE,DPAM,G,Jouets,,"El Universo del recién nacido/La Puericultura/Muñecos y Juguetes/Abacos, móviles","L'universo del neonato/Articoli per bambini/Doudou e giochi/Giostrine, abachi"
MOBILE,DPAM,M,Jouets,,"El Universo del recién nacido/La Puericultura/Muñecos y Juguetes/Abacos, móviles","L'universo del neonato/Articoli per bambini/Doudou e giochi/Giostrine, abachi"
MONTAGNE_BOTTE ,CHAUSSURES,F,Chaussures,,"Calzado Infantil/Niña/Botas-Ski, Botas para lluvia","Scarpe bambini/Bambina/Dopo-sci, stivali impermeabili"
MONTAGNE_BOTTE ,CHAUSSURES,G,Chaussures,,"Calzado Infantil/Niño/Botas-Ski, Botas para lluvia","Scarpe bambini/Bambino/Dopo-sci, stivali impermeabili"
MONTAGNE_BOTTE ,CHAUSSURES,M,Chaussures,,"Calzado Infantil/Niña/Botas-Ski, Botas para lluvia;;Calzado Infantil/Niño/Botas-Ski, Botas para lluvia","Scarpe bambini/Bambina/Dopo-sci, stivali impermeabili;;Scarpe bambini/Bambino/Dopo-sci, stivali impermeabili"
MONTAGNE_BOTTE ,CHAUSSURES,F,Chaussures,,"Calzado Infantil/Niña/Botas-Ski, Botas para lluvia","Scarpe bambini/Bambina/Dopo-sci, stivali impermeabili"
MONTAGNE_BOTTE ,CHAUSSURES,G,Chaussures,,"Calzado Infantil/Niño/Botas-Ski, Botas para lluvia","Scarpe bambini/Bambino/Dopo-sci, stivali impermeabili"
MONTAGNE_BOTTE ,CHAUSSURES,M,Chaussures,,"Calzado Infantil/Niña/Botas-Ski, Botas para lluvia;;Calzado Infantil/Niño/Botas-Ski, Botas para lluvia","Scarpe bambini/Bambina/Dopo-sci, stivali impermeabili;;Scarpe bambini/Bambino/Dopo-sci, stivali impermeabili"
MOUFLES,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Accesorios Bebé Niña/Gorros, bufandas, guantes","Bebè bambina 3 -  23 mesi/Accessori bebè bambina/Berrettini, sciarpe, guanti"
MOUFLES,BEBE,G,Vêtements,,"Bebé Niño 3 a 23 meses/Accesorios Bebé Niño/Gorros, bufandas, guantes","Bebè bambino 3 -  23 mesi/Accessori bebè bambino/Berrettini, sciarpe, guanti"
MOUFLES,BEBE,M,Vêtements,,,
MOUFLES,DPAM,F,Vêtements,,"Niña 3 - 14 años/Accesorios niña/Gorros, bufandas, guantes","Bambina 3 - 14 anni/Accessori bambina/Berrettini, sciarpe, guanti"
MOUFLES,DPAM,G,Vêtements,,"Niño 3 - 14 años/Accesorios Niño/Gorros, bufandas, guantes","Bambino 3 - 14 anni/Accessori bambino/Berrettini, sciarpe, guanti"
MOUFLES,DPAM,M,Vêtements,,"Niña 3 - 14 años/Accesorios niña/Gorros, bufandas, guantes;;Niña 3 - 14 años/Accesorios niña/Gorros, bufandas, guantes","Bambina 3 - 14 anni/Accessori bambina/Berrettini, sciarpe, guanti;;Bambina 3 - 14 anni/Accessori bambina/Berrettini, sciarpe, guanti"
NID D'ANGE,BEBE,F,Textile,,El Universo del recién nacido/La Puericultura/El Paseo/Sacos para silla de paseo,"L'universo del neonato/Articoli per bambini/A spasso/Sacchi nanna, nidi d'angelo"
NID D'ANGE,BEBE,G,Textile,,El Universo del recién nacido/La Puericultura/El Paseo/Sacos para silla de paseo,"L'universo del neonato/Articoli per bambini/A spasso/Sacchi nanna, nidi d'angelo"
NID D'ANGE,BEBE,M,Textile,,El Universo del recién nacido/La Puericultura/El Paseo/Sacos para silla de paseo,"L'universo del neonato/Articoli per bambini/A spasso/Sacchi nanna, nidi d'angelo"
NID D'ANGE,DPAM,F,Textile,,El Universo del recién nacido/La Puericultura/El Paseo/Sacos para silla de paseo,"L'universo del neonato/Articoli per bambini/A spasso/Sacchi nanna, nidi d'angelo"
NID D'ANGE,DPAM,G,Textile,,El Universo del recién nacido/La Puericultura/El Paseo/Sacos para silla de paseo,"L'universo del neonato/Articoli per bambini/A spasso/Sacchi nanna, nidi d'angelo"
NID D'ANGE,DPAM,M,Textile,,El Universo del recién nacido/La Puericultura/El Paseo/Sacos para silla de paseo,"L'universo del neonato/Articoli per bambini/A spasso/Sacchi nanna, nidi d'angelo"
OMBRELLE,BEBE,F,Accessoires Poussettes,,El Universo del recién nacido/La Puericultura/El Paseo/Accesorios silla de paseo,L'universo del neonato/Articoli per bambini/A spasso/Accessori passeggino
OMBRELLE,BEBE,G,Accessoires Poussettes,,El Universo del recién nacido/La Puericultura/El Paseo/Accesorios silla de paseo,L'universo del neonato/Articoli per bambini/A spasso/Accessori passeggino
OMBRELLE,BEBE,M,Accessoires Poussettes,,El Universo del recién nacido/La Puericultura/El Paseo/Accesorios silla de paseo,L'universo del neonato/Articoli per bambini/A spasso/Accessori passeggino
OMBRELLE,DPAM,F,Accessoires Poussettes,,El Universo del recién nacido/La Puericultura/El Paseo/Accesorios silla de paseo,L'universo del neonato/Articoli per bambini/A spasso/Accessori passeggino
OMBRELLE,DPAM,G,Accessoires Poussettes,,El Universo del recién nacido/La Puericultura/El Paseo/Accesorios silla de paseo,L'universo del neonato/Articoli per bambini/A spasso/Accessori passeggino
OMBRELLE,DPAM,M,Accessoires Poussettes,,El Universo del recién nacido/La Puericultura/El Paseo/Accesorios silla de paseo,L'universo del neonato/Articoli per bambini/A spasso/Accessori passeggino
PANTALON,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Pantalones, petos, leggings","Bebè bambina 3 -  23 mesi/Pantaloni, salopette, calzoncini"
PANTALON,BEBE,G,Vêtements,,Bebé Niño 3 a 23 meses/Pantalones,Bebè bambino 3 -  23 mesi/Pantaloni
PANTALON,BEBE,M,Vêtements,,,
PANTALON,DPAM,F,Vêtements,,Niña 3 - 14 años/Pantalones,"Bambina 3 - 14 anni/Pantaloni, pantacourt"
PANTALON,DPAM,G,Vêtements,,Niño 3 - 14 años/Pantalones,Bambino 3 - 14 anni/Pantaloni
PANTALON,DPAM,M,Vêtements,,Niña 3 - 14 años/Pantalones;;Niña 3 - 14 años/Pantalones,"Bambina 3 - 14 anni/Pantaloni, pantacourt;;Bambina 3 - 14 anni/Pantaloni, pantacourt"
PANTALON DE JOG,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Conjuntos, Chandal","Bebè bambina 3 -  23 mesi/Completini, pagliaccetti, tutine"
PANTALON DE JOG,BEBE,G,Vêtements,,"Bebé Niño 3 a 23 meses/Conjuntos, Chandal","Bebè bambino 3 -  23 mesi/Completini, pagliaccetti, tutine"
PANTALON DE JOG,BEBE,M,Vêtements,,,
PANTALON DE JOG,DPAM,F,Vêtements,,"Niña 3 - 14 años/Conjuntos, Chandal","Bambina 3 - 14 anni/Completini, pagliaccetti, tutine"
PANTALON DE JOG,DPAM,G,Vêtements,,"Niño 3 - 14 años/Conjuntos, Chandal","Bambino 3 - 14 anni/Completini, tutine"
PANTALON DE JOG,DPAM,M,Vêtements,,"Niña 3 - 14 años/Conjuntos, Chandal;;Niña 3 - 14 años/Conjuntos, Chandal","Bambina 3 - 14 anni/Completini, pagliaccetti, tutine;;Bambina 3 - 14 anni/Completini, pagliaccetti, tutine"
PANTALON DE SKI,BEBE,F,Vêtements,,,
PANTALON DE SKI,BEBE,G,Vêtements,,,
PANTALON DE SKI,BEBE,M,Vêtements,,,
PANTALON DE SKI,DPAM,F,Vêtements,,"Niña 3 - 14 años/Abrigos y Cazadoras/Polar, ski",Bambina 3 - 14 anni/Cappotti e giacche pesanti/Piumini
PANTALON DE SKI,DPAM,G,Vêtements,,"Niño 3 - 14 años/Abrigos y Cazadoras/Polar, ski",Bambino 3 - 14 anni/Cappotti e giacche pesanti/Piumini
PANTALON DE SKI,DPAM,M,Vêtements,,"Niña 3 - 14 años/Abrigos y Cazadoras/Polar, ski;;Niña 3 - 14 años/Abrigos y Cazadoras/Polar, ski",Bambina 3 - 14 anni/Cappotti e giacche pesanti/Piumini;;Bambina 3 - 14 anni/Cappotti e giacche pesanti/Piumini
PANTOUFLE_BABIE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_BABIE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BABIE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BABIE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_BABIE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BABIE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BALLE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_BALLE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BALLE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BALLE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_BALLE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BALLE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BOTTI,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_BOTTI,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BOTTI,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BOTTI,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_BOTTI,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_BOTTI,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_CHAUS,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_CHAUS,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_CHAUS,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_CHAUS,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_CHAUS,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
PANTOUFLE_CHAUS,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles;;Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole;;Scarpe bambini/Bambino/Pantofole
PANTOUFLE_LAYET,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas infantiles,Scarpe bambini/Bambina/Pantofole
PANTOUFLE_LAYET,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas infantiles,Scarpe bambini/Bambino/Pantofole
